voterId,prefix,firstName,middleName,lastName,address,parish,gender,dateofBirth,telephone,occupation,maritalStatus,mothersMaidenName,placeofBirth,mothersPlaceofBirth,constituencyId
6889435,Mr,Dale,Ray,Chapman,Hamilton Road,St. Ann,Male,30/06/1981,876-838-2712,Lecturer,Married,Hancock,St. Ann,St. Ann,24
1332222,Mr,Lucas,Zane,Cooper,South Street,St. Ann,Male,31/03/1967,876-270-2293,Chef,Single,Tapia,St. Ann,St. Ann,24
1386631,Mr,Oscar,Oren,Stevens,Center Street,St. Mary,Male,23/09/1992,876-245-3357,Interpreter,Single,Baldwin,St. Mary,St. Mary,43
8898529,Mr,Reid,Vivian,Stewart,Church Street,Portland,Male,06/05/1973,658-295-8185,Carpenter,Single,Torres,Portland,Portland,48
8115542,Ms,Brianna,Sean,Hall,Madison Street,St. Thomas,Female,02/09/1993,876-845-5981,Meteorologist,Single,Hartman,St. Thomas,St. Thomas,49
2692308,Mrs,Annabella,Dean,Richards,Lafayette Street,Westmoreland,Female,24/08/1982,876-919-8666,Manager,Married,Rivas,Westmoreland,St. Thomas,8
1860490,Mr,Ted,Arthur,Alexander,Meadow Lane,Trelawny,Male,17/04/1985,658-295-1703,Unemployed,Married,Acosta,Trelawny,Trelawny,16
9078232,Mrs,Connie,Carlen,Wright,Canterbury Road,St. James,Female,07/04/1965,876-508-9341,Graphic Designer,Married,Arellano,St. James,St. James,15
9266448,Mr,Michael,Grey,Payne,Deerfield Drive,St. Andrew,Male,28/03/1975,658-295-0401,Cook,Single,Mckee,St. Andrew,St. Andrew,54
6820059,Mr,Alford,Rylie,Baker,Grove Avenue,St. Catherine,Male,05/02/1982,658-295-6041,Police Officer,Married,Cervantes,St. Catherine,St. Catherine,36
9699660,Mr,Preston,Sutton,Thompson,Pleasant Street,St. Catherine,Male,22/03/1968,658-295-5948,Graphic Designer,Single,Perkins,St. Catherine,St. Catherine,36
3534671,Ms,Sydney,Finn,Cameron,Poplar Street,Kingston,Female,27/12/1963,658-295-3862,Graphic Designer,Single,Aguilar,Kingston,Kingston,62
3418433,Mrs,Hailey,Jaidyn,Cole,5th Avenue,Kingston,Female,01/12/1991,658-295-0453,Producer,Married,Chapman,Kingston,Kingston,62
5939973,Ms,Stella,Dominick,Perry,Wood Street,St. Thomas,Female,01/12/1966,658-295-0575,Photographer,Single,Reid,St. Thomas,St. Thomas,51
9347982,Mr,Dainton,Aiden,Watson,Valley Road,Hanover,Male,08/04/1984,876-866-6531,Journalist,Single,Compton,Hanover,Hanover,4
1874404,Mr,Steven,Candice,Cunningham,College Street,Trelawny,Male,02/09/1993,658-295-1371,Driver,Married,Benjamin,Trelawny,Kingston,17
9733544,Ms,Jasmine,Marguerite,Stewart,Fairview Road,Westmoreland,Female,18/09/1973,658-295-9592,Carpenter,Single,Holden,Westmoreland,Hanover,6
5397881,Mrs,Sydney,Lillian,Hall,Rose Street,Kingston,Female,09/03/1983,876-283-5336,Mechanic,Married,Blake,Kingston,Kingston,61
3032442,Ms,Hailey,Miranda,Hall,Railroad Avenue,Kingston,Female,30/10/1972,658-295-9986,Interpreter,Single,Davidson,Kingston,Kingston,61
5681322,Ms,Agata,Debree,Johnson,Route 11,Kingston,Female,11/07/1987,876-424-0571,Unemployed,Single,Reed,Kingston,Manchester,62
3599780,Mr,Preston,Breean,Johnston,Hickory Street,Kingston,Male,10/08/1973,876-260-1828,Scientist,Single,Christian,Kingston,Kingston,60
9276823,Mrs,Adele,Juan,Mitchell,Route 27,Kingston,Female,17/06/1964,658-295-1112,Unemployed,Married,Curtis,Kingston,Portland,60
1653199,Ms,Nicole,Arthur,Mason,York Street,Kingston,Female,11/05/1960,658-295-1272,Secretary,Single,Lang,Kingston,Kingston,60
7093859,Ms,Vivian,Mae,Carroll,Hillcrest Avenue,Kingston,Female,07/04/1973,658-295-0281,Electrician,Single,Fowler,Kingston,St. Catherine,61
9238730,Ms,Caroline,Ellison,Baker,Route 30,Kingston,Female,07/08/1991,658-295-2088,Unemployed,Single,Murillo,Kingston,St. Catherine,61
